district_name,state_name,year,season,crop,crop_area,crop_production,yield,crop_type,avg_temp,total_precip,avg_humidity,avg_windspeed,district_x,state_x,data_points,district_y,state_y,loamy_alfisols_level,ustalf/ustolls_level,loamy_alfisol_level,vertisols_level,vertic_soils_level,inceptisols_level,verrtisols_level,orthids_level,sandy_alfisol_level,sandy_alfisols_level,vertic_sols_level,udupts/udalfs_level,vrtic_soils_level,verti_sols_level,pssaments_level,vertic_osils_level,pssamnets_level,udolls/udalfs_level,innceptisols_level,crop_code,area_unit,production_unit,yield_unit
Chandauli,Uttar Pradesh,2018,rabi,potato,799.0,11106.0,13.9,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701,Hectare,Tonnes,Tonnes/Hectare
Palwal,Haryana,2017,whole_year,potato,75.0,1939.0,25.85,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701,Hectare,Tonnes,Tonnes/Hectare
Dimapur,Nagaland,2018,kharif,sweet potato,140.0,1190.0,8.5,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,Hectare,Tonnes,Tonnes/Hectare
Rangareddi,Telangana,2018,rabi,rice,6552.0,12599.0,1.92,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,Hectare,Tonnes,Tonnes/Hectare
Devbhumi Dwarka,Gujarat,2015,rabi,gram,48.0,75.0,1.56,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,Hectare,Tonnes,Tonnes/Hectare
Davangere,Karnataka,2018,kharif,sunflower,159.0,148.0,0.93,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007,Hectare,Tonnes,Tonnes/Hectare
Allahabad,Uttar Pradesh,2019,rabi,onion,336.0,6156.0,18.32,Vegetable,19.906593,102.78,59.372032,1.4792308,Allahabad,Uttar Pradesh,182.0,Allahabad,Uttar Pradesh,,,,,,high_extreme,,,,,,,,,,,,,,708,Hectare,Tonnes,Tonnes/Hectare
Vellore,Tamil Nadu,2016,kharif,horse-gram,113.0,48.0,0.42,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,Hectare,Tonnes,Tonnes/Hectare
Kolhapur,Maharashtra,2015,kharif,ragi,20800.0,27300.0,1.31,Cereals,25.964813,702.0,72.727104,3.3778505,Kolhapur,Maharashtra,214.0,Kolhapur,Maharashtra,,,,moderate,moderate,,,,,,,,,,,,,,,105,Hectare,Tonnes,Tonnes/Hectare
Jehanabad,Bihar,2019,rabi,rapeseed &mustard,185.0,129.0,0.7,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004,Hectare,Tonnes,Tonnes/Hectare
Karur,Tamil Nadu,2016,whole_year,tapioca,1108.0,16949.0,15.3,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702,Hectare,Tonnes,Tonnes/Hectare
Udupi,Karnataka,2018,rabi,moong(green gram),169.0,38.0,0.22,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,Hectare,Tonnes,Tonnes/Hectare
Faizabad,Uttar Pradesh,2017,kharif,jowar,1740.0,1260.0,0.72,Cereals,30.878878,1178.05,59.29,2.0078037,Faizabad,Uttar Pradesh,214.0,Faizabad,Uttar Pradesh,,,,,,high_extreme,,,,,,,,,,,,,,102,Hectare,Tonnes,Tonnes/Hectare
Shahjahanpur,Uttar Pradesh,2015,rabi,maize,221.0,486.0,2.2,Cereals,17.87975,63.25,43.19483,1.8045,Shahjahanpur,Uttar Pradesh,120.0,Shahjahanpur,Uttar Pradesh,,,,,,high_extreme,,,,,,,,,,,,,,104,Hectare,Tonnes,Tonnes/Hectare
Dohad,Gujarat,2019,kharif,rice,43010.0,51421.0,1.2,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,Hectare,Tonnes,Tonnes/Hectare
Damoh,Madhya Pradesh,2017,rabi,rapeseed &mustard,3500.0,2800.0,0.8,Oilseeds,21.807198,16.19,40.751648,1.5541209,Damoh,Madhya Pradesh,182.0,Damoh,Madhya Pradesh,,,,moderate,extreme,,,,,,,,,,,,,,,1004,Hectare,Tonnes,Tonnes/Hectare
Kasganj,Uttar Pradesh,2016,rabi,masoor,1308.0,1304.0,1.0,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,Hectare,Tonnes,Tonnes/Hectare
Simdega,Jharkhand,2015,rabi,onion,97.0,317.0,3.27,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708,Hectare,Tonnes,Tonnes/Hectare
Amravati,Maharashtra,2017,zaid,other oilseeds,20.0,4.0,0.2,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088,Hectare,Tonnes,Tonnes/Hectare
Chitradurga,Karnataka,2015,kharif,sesamum,2100.0,1099.0,0.52,Oilseeds,25.889112,540.94,71.24346,3.7363083,Chitradurga,Karnataka,214.0,Chitradurga,Karnataka,,,,very_low,,,,,high_extreme,,,,,,,,,,,1003,Hectare,Tonnes,Tonnes/Hectare
Saiha,Mizoram,2019,kharif,soyabean,14.0,7.0,0.5,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1009,Hectare,Tonnes,Tonnes/Hectare
Barmer,Rajasthan,2019,rabi,wheat,17323.0,31228.0,1.8,Cereals,21.630604,81.49,39.49165,2.2628021,Barmer,Rajasthan,182.0,Barmer,Rajasthan,,,,,,,,,,,,,,,high_extreme,,,,,106,Hectare,Tonnes,Tonnes/Hectare
Tehri Garhwal,Uttarakhand,2019,rabi,barley,2231.0,3464.0,1.55,Cereals,5.625583,230.28,56.117332,1.268,Tehri Garhwal,Uttarakhand,120.0,Tehri Garhwal,Uttarakhand,,,,,,,,,,,,,,,,,,high_extreme,,107,Hectare,Tonnes,Tonnes/Hectare
Unnao,Uttar Pradesh,2017,rabi,coriander,140.0,73.0,0.52,Spices,21.196539,30.08,41.475548,1.5912638,Unnao,Uttar Pradesh,182.0,Unnao,Uttar Pradesh,,,,,,high_extreme,,,,,,,,,,,,,,509,Hectare,Tonnes,Tonnes/Hectare
Anugul,Odisha,2019,rabi,garlic,4070.0,11670.0,2.87,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508,Hectare,Tonnes,Tonnes/Hectare
Sangli,Maharashtra,2018,rabi,other cereals,10.0,2.0,0.2,Cereals,22.60775,20.49,47.407417,1.9123334,Sangli,Maharashtra,120.0,Sangli,Maharashtra,,,,low,extreme,,,,,,,,,,,,,,,188,Hectare,Tonnes,Tonnes/Hectare
Datia,Madhya Pradesh,2016,rabi,wheat,146000.0,494000.0,3.38,Cereals,21.902021,44.77,35.82355,1.4585792,Datia,Madhya Pradesh,183.0,Datia,Madhya Pradesh,,,,,high_extreme,,,,,,,,,,,,,,,106,Hectare,Tonnes,Tonnes/Hectare
Khargone,Madhya Pradesh,2018,whole_year,potato,179.0,4475.0,25.0,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701,Hectare,Tonnes,Tonnes/Hectare
Raigarh,Chhattisgarh,2016,rabi,other  rabi pulses,136.0,43.0,0.32,Pulses,19.829334,12.07,59.08325,1.3146666,Raigarh,Chhattisgarh,120.0,Raigarh,Chhattisgarh,,high_extreme,,,,,,,,,,,,,,,,,,288,Hectare,Tonnes,Tonnes/Hectare
Tuticorin,Tamil Nadu,2016,rabi,jowar,8430.0,953.0,0.11,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,Hectare,Tonnes,Tonnes/Hectare
Chitrakoot,Uttar Pradesh,2019,kharif,jowar,18212.0,28103.0,1.54,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,Hectare,Tonnes,Tonnes/Hectare
Pathanamthitta,Kerala,2019,whole_year,banana,2246.0,18086.0,8.05,Fruits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606,Hectare,Tonnes,Tonnes/Hectare
Yadadri,Telangana,2018,rabi,sesamum,2.0,1.0,0.5,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003,Hectare,Tonnes,Tonnes/Hectare
Yadagiri,Karnataka,2017,kharif,dry chillies,756.0,1422.0,1.88,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502,Hectare,Tonnes,Tonnes/Hectare
Simdega,Jharkhand,2016,rabi,onion,123.0,1275.0,10.37,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708,Hectare,Tonnes,Tonnes/Hectare
Kasganj,Uttar Pradesh,2017,rabi,coriander,50.0,26.0,0.52,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509,Hectare,Tonnes,Tonnes/Hectare
Mainpuri,Uttar Pradesh,2019,kharif,sugarcane,477.0,31388.0,65.8,Sugar,31.21299,723.65,55.41617,2.1328971,Mainpuri,Uttar Pradesh,214.0,Mainpuri,Uttar Pradesh,,,,,,high_extreme,,,,,,,,,,,,,,401,Hectare,Tonnes,Tonnes/Hectare
Jehanabad,Bihar,2016,zaid,moong(green gram),121.0,123.0,1.02,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,Hectare,Tonnes,Tonnes/Hectare
Sirsa,Haryana,2016,whole_year,coriander,53.0,48.0,0.91,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509,Hectare,Tonnes,Tonnes/Hectare
Katni,Madhya Pradesh,2019,rabi,wheat,194702.0,674837.0,3.47,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,Hectare,Tonnes,Tonnes/Hectare
Gomati,Tripura,2017,rabi,urad,367.0,297.0,0.81,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,Hectare,Tonnes,Tonnes/Hectare
Medak,Telangana,2019,kharif,cotton(lint),29698.0,89789.0,3.02,Fiber Crops,28.824907,762.01,61.95925,2.9886448,Medak,Telangana,214.0,Medak,Telangana,,,,,low,,,,extreme,,,,,,,,,,,1101,Hectare,Tonnes,Tonnes/Hectare
Kalimpong,West Bengal,2019,rabi,potato,750.0,15989.0,21.32,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701,Hectare,Tonnes,Tonnes/Hectare
Firozabad,Uttar Pradesh,2017,zaid,maize,487.0,1068.0,2.19,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,Hectare,Tonnes,Tonnes/Hectare
Faridabad,Haryana,2019,whole_year,sugarcane,200.0,13500.0,67.5,Sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,Hectare,Tonnes,Tonnes/Hectare
Bargarh,Odisha,2019,rabi,sugarcane,39.0,2679.3,68.7,Sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,Hectare,Tonnes,Tonnes/Hectare
Datia,Madhya Pradesh,2018,whole_year,dry chillies,318.0,318.0,1.0,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502,Hectare,Tonnes,Tonnes/Hectare
Supaul,Bihar,2017,kharif,moong(green gram),692.0,506.0,0.73,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,Hectare,Tonnes,Tonnes/Hectare
Tapi,Gujarat,2018,kharif,urad,1357.0,688.0,0.51,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,Hectare,Tonnes,Tonnes/Hectare
Kanpur Nagar,Uttar Pradesh,2019,zaid,rice,5.0,17.0,3.4,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,Hectare,Tonnes,Tonnes/Hectare
Bhojpur,Bihar,2017,zaid,moong(green gram),45.0,32.0,0.71,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,Hectare,Tonnes,Tonnes/Hectare
Madurai,Tamil Nadu,2016,kharif,cotton(lint),4063.0,5172.0,1.27,Fiber Crops,29.434486,451.91,61.96589,2.2113085,Madurai,Tamil Nadu,214.0,Madurai,Tamil Nadu,,,,,,,,,high_extreme,,,,,,,,,,,1101,Hectare,Tonnes,Tonnes/Hectare
Tuensang,Nagaland,2019,kharif,other kharif pulses,3017.0,3818.0,1.27,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,Hectare,Tonnes,Tonnes/Hectare
Lalitpur,Uttar Pradesh,2015,rabi,gram,3589.0,2659.0,0.74,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,Hectare,Tonnes,Tonnes/Hectare
Sirohi,Rajasthan,2015,kharif,small millets,1092.0,219.0,0.2,Cereals,29.253925,509.06,53.217102,2.6915889,Sirohi,Rajasthan,214.0,Sirohi,Rajasthan,,,,,,,,,,,,,,,,,high_extreme,,,108,Hectare,Tonnes,Tonnes/Hectare
Jashpur,Chhattisgarh,2017,kharif,sannhamp,77.0,36.0,0.47,Fiber Crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104,Hectare,Tonnes,Tonnes/Hectare
Nainital,Uttarakhand,2020,rabi,wheat,21278.0,81359.0,3.82,Cereals,14.625847,342.1,51.99071,1.3710382,Nainital,Uttarakhand,183.0,Nainital,Uttarakhand,,,,,,high_extreme,,,,,,,,,,,,very_low,,106,Hectare,Tonnes,Tonnes/Hectare
Kolhapur,Maharashtra,2015,kharif,arhar/tur,1500.0,200.0,0.13,Pulses,25.964813,702.0,72.727104,3.3778505,Kolhapur,Maharashtra,214.0,Kolhapur,Maharashtra,,,,moderate,moderate,,,,,,,,,,,,,,,202,Hectare,Tonnes,Tonnes/Hectare
Boudh,Odisha,2016,rabi,rice,52340.0,164470.0,3.14,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,Hectare,Tonnes,Tonnes/Hectare
Nizamabad,Telangana,2019,kharif,bajra,4.0,5.0,1.25,Cereals,29.389112,799.34,61.335888,2.7998598,Nizamabad,Telangana,214.0,Nizamabad,Telangana,,,,very_low,high_extreme,,,,,,,,,,,,,,,103,Hectare,Tonnes,Tonnes/Hectare
Cuddalore,Tamil Nadu,2017,rabi,onion,22.0,205.0,9.32,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708,Hectare,Tonnes,Tonnes/Hectare
Sivasagar,Assam,2015,rabi,wheat,8.0,9.0,1.12,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,Hectare,Tonnes,Tonnes/Hectare
Osmanabad,Maharashtra,2019,kharif,bajra,7677.0,2337.0,0.3,Cereals,28.459345,635.45,58.612244,3.3775702,Osmanabad,Maharashtra,214.0,Osmanabad,Maharashtra,,,,,high_extreme,,,,,,,,,,,,,,,103,Hectare,Tonnes,Tonnes/Hectare
Aurangabad,Maharashtra,2015,rabi,sesamum,30.0,20.0,0.67,Oilseeds,22.812666,33.54,39.011,1.8421667,Aurangabad,Maharashtra,120.0,Aurangabad,Maharashtra,,,,low,high_extreme,,,,,,,,,,,,,,,1003,Hectare,Tonnes,Tonnes/Hectare
Nagaur,Rajasthan,2016,rabi,linseed,4276.0,8467.0,1.98,Oilseeds,18.951916,4.7,27.86125,1.6855834,Nagaur,Rajasthan,120.0,Nagaur,Rajasthan,,,,,,very_low,,,,,,,,,,,high_extreme,,,1005,Hectare,Tonnes,Tonnes/Hectare
Anantapur,Andhra Pradesh,2015,rabi,cotton(lint),633.0,1053.0,1.66,Fiber Crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1101,Hectare,Tonnes,Tonnes/Hectare
Thoubal,Manipur,2016,whole_year,dry chillies,65.0,433.0,6.66,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502,Hectare,Tonnes,Tonnes/Hectare
Gopalganj,Bihar,2017,rabi,potato,2608.0,26716.0,10.24,Vegetable,19.243084,5.15,48.4175,1.6080834,Gopalganj,Bihar,120.0,,,,,,,,,,,,,,,,,,,,,,701,Hectare,Tonnes,Tonnes/Hectare
Surguja,Chhattisgarh,2017,whole_year,dry chillies,368.0,50.0,0.14,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502,Hectare,Tonnes,Tonnes/Hectare
Solapur,Maharashtra,2018,kharif,bajra,23793.0,3203.0,0.13,Cereals,28.254766,315.35,57.571777,3.638271,Solapur,Maharashtra,214.0,Solapur,Maharashtra,,,,,extreme,,,moderate,,,,,,,,,,,,103,Hectare,Tonnes,Tonnes/Hectare
Yadagiri,Karnataka,2016,kharif,urad,745.0,278.0,0.37,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,Hectare,Tonnes,Tonnes/Hectare
Golaghat,Assam,2017,kharif,cotton(lint),6.0,2.0,0.33,Fiber Crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1101,Hectare,Tonnes,Tonnes/Hectare
Shahjahanpur,Uttar Pradesh,2019,rabi,garlic,94.0,564.0,6.0,Spices,16.344084,125.75,57.239918,1.6158333,Shahjahanpur,Uttar Pradesh,120.0,Shahjahanpur,Uttar Pradesh,,,,,,high_extreme,,,,,,,,,,,,,,508,Hectare,Tonnes,Tonnes/Hectare
Panch Mahals,Gujarat,2015,zaid,bajra,2850.0,4813.0,1.69,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,Hectare,Tonnes,Tonnes/Hectare
Mahoba,Uttar Pradesh,2015,rabi,onion,22.0,259.0,11.77,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708,Hectare,Tonnes,Tonnes/Hectare
Neemuch,Madhya Pradesh,2017,whole_year,turmeric,4.0,48.0,12.0,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504,Hectare,Tonnes,Tonnes/Hectare
Godda,Jharkhand,2017,kharif,urad,3548.0,2696.0,0.76,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,Hectare,Tonnes,Tonnes/Hectare
Purbi Champaran,Bihar,2019,rabi,masoor,5121.0,4681.0,0.91,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,Hectare,Tonnes,Tonnes/Hectare
Gandhinagar,Gujarat,2019,zaid,groundnut,31.0,74.0,2.39,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,Hectare,Tonnes,Tonnes/Hectare
Tuticorin,Tamil Nadu,2017,whole_year,sugarcane,39.0,3900.0,100.0,Sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,Hectare,Tonnes,Tonnes/Hectare
Auraiya,Uttar Pradesh,2018,kharif,maize,9984.0,26008.0,2.6,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,Hectare,Tonnes,Tonnes/Hectare
Ahmednagar,Maharashtra,2015,rabi,wheat,41100.0,50100.0,1.22,Cereals,22.867416,45.66,41.587418,1.9405,Ahmednagar,Maharashtra,120.0,Ahmednagar,Maharashtra,,,,moderate,extreme,,,,,,,,,,,,,,,106,Hectare,Tonnes,Tonnes/Hectare
Tikamgarh,Madhya Pradesh,2015,rabi,peas & beans (pulses),4000.0,3000.0,0.75,Pulses,20.563572,139.92,50.42203,1.4345604,Tikamgarh,Madhya Pradesh,182.0,Tikamgarh,Madhya Pradesh,,,,,high_extreme,,,,,,,,,,,,,,,213,Hectare,Tonnes,Tonnes/Hectare
Bongaigaon,Assam,2018,rabi,masoor,1680.0,1591.0,0.95,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,Hectare,Tonnes,Tonnes/Hectare
Raisen,Madhya Pradesh,2016,rabi,masoor,31000.0,51000.0,1.65,Pulses,21.281584,58.16,43.792458,1.5313661,Raisen,Madhya Pradesh,183.0,Raisen,Madhya Pradesh,,,,low,high_extreme,,,,,,,,,,,,,,,205,Hectare,Tonnes,Tonnes/Hectare
Ratlam,Madhya Pradesh,2019,rabi,gram,33127.0,50386.0,1.52,Pulses,20.672363,57.63,51.75566,1.9441758,Ratlam,Madhya Pradesh,182.0,Ratlam,Madhya Pradesh,,,,,high_extreme,,,,,,,,,,,,,,,201,Hectare,Tonnes,Tonnes/Hectare
Champhai,Mizoram,2018,kharif,rapeseed &mustard,6.0,5.0,0.83,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004,Hectare,Tonnes,Tonnes/Hectare
Kota,Rajasthan,2016,rabi,other  rabi pulses,5.0,3.0,0.6,Pulses,19.273,2.74,36.63775,1.373,Kota,Rajasthan,120.0,Kota,Rajasthan,,,,,high_extreme,,,,,,,,,,,,,,,288,Hectare,Tonnes,Tonnes/Hectare
Kanker,Chhattisgarh,2016,kharif,rice,181719.0,424052.0,2.33,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,Hectare,Tonnes,Tonnes/Hectare
Guntur,Andhra Pradesh,2016,rabi,niger seed,3206.0,10511.0,3.28,Oilseeds,26.28306,69.43,65.615845,1.994918,Guntur,Andhra Pradesh,183.0,Guntur,Andhra Pradesh,,,,low,,,,moderate,low,,,,,,,,,,,1010,Hectare,Tonnes,Tonnes/Hectare
Marigaon,Assam,2017,kharif,maize,470.0,790.0,1.68,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,Hectare,Tonnes,Tonnes/Hectare
Bhandara,Maharashtra,2016,kharif,arhar/tur,11824.0,22988.0,1.94,Pulses,29.570374,1226.0,64.35094,2.3804204,Bhandara,Maharashtra,214.0,Bhandara,Maharashtra,,,,,high_extreme,,,,,,,,,,,,,,,202,Hectare,Tonnes,Tonnes/Hectare
Munger,Bihar,2018,rabi,rice,25561.0,35655.0,1.39,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,Hectare,Tonnes,Tonnes/Hectare
Tiruvannamalai,Tamil Nadu,2018,whole_year,sugarcane,18126.0,1.686484e+06,93.04,Sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,Hectare,Tonnes,Tonnes/Hectare
Aravalli,Gujarat,2017,rabi,wheat,65250.0,158392.0,2.43,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,Hectare,Tonnes,Tonnes/Hectare
Palghar,Maharashtra,2015,rabi,sesamum,400.0,200.0,0.5,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003,Hectare,Tonnes,Tonnes/Hectare
Shamli,Uttar Pradesh,2019,zaid,onion,2922.0,47836.0,16.37,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708,Hectare,Tonnes,Tonnes/Hectare
Sangrur,Punjab,2017,rabi,moong(green gram),1500.0,1900.0,1.27,Pulses,18.93088,107.61,38.023903,1.4693956,Sangrur,Punjab,182.0,Sangrur,Punjab,,,,,,high_extreme,,,,,,,,,,,,,,204,Hectare,Tonnes,Tonnes/Hectare
Kadapa,Andhra Pradesh,2019,rabi,safflower,117.0,57.0,0.49,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008,Hectare,Tonnes,Tonnes/Hectare
Bishnupur,Manipur,2017,rabi,other  rabi pulses,1400.0,1317.0,0.94,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,Hectare,Tonnes,Tonnes/Hectare
Gwalior,Madhya Pradesh,2015,rabi,wheat,136000.0,515000.0,3.79,Cereals,20.578627,158.11,43.691044,1.4664835,Gwalior,Madhya Pradesh,182.0,Gwalior,Madhya Pradesh,,,,,high_extreme,,,,,,,,,,,,,,,106,Hectare,Tonnes,Tonnes/Hectare
Baloda Bazar,Chhattisgarh,2018,whole_year,coriander,11.0,4.0,0.36,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509,Hectare,Tonnes,Tonnes/Hectare
Dhar,Madhya Pradesh,2019,rabi,peas & beans (pulses),3022.0,2733.0,0.9,Pulses,19.937916,8.67,51.57225,1.9915833,Dhar,Madhya Pradesh,120.0,Dhar,Madhya Pradesh,,,,,high_extreme,,,,,,,,,,,,,,,213,Hectare,Tonnes,Tonnes/Hectare
Dadra And Nagar Haveli,The Dadra And Nagar Haveli And Daman And Diu,2018,kharif,groundnut,3.0,4.5,1.5,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,Hectare,Tonnes,Tonnes/Hectare
Ramgarh,Jharkhand,2019,kharif,maize,7098.0,17745.0,2.5,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,Hectare,Tonnes,Tonnes/Hectare
Chitrakoot,Uttar Pradesh,2019,kharif,dry chillies,30.0,26.0,0.87,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502,Hectare,Tonnes,Tonnes/Hectare
Ballari,Karnataka,2017,whole_year,cashewnut,12.0,9.0,0.75,Fruits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619,Hectare,Tonnes,Tonnes/Hectare
Kadapa,Andhra Pradesh,2018,kharif,tobacco,28.0,34.0,1.21,Drugs And Narcotics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1302,Hectare,Tonnes,Tonnes/Hectare
Panch Mahals,Gujarat,2017,kharif,bajra,421.0,694.0,1.65,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,Hectare,Tonnes,Tonnes/Hectare
Mewat,Haryana,2019,whole_year,onion,7570.0,196820.0,26.0,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708,Hectare,Tonnes,Tonnes/Hectare
Jehanabad,Bihar,2018,rabi,masoor,5536.0,6145.0,1.11,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,Hectare,Tonnes,Tonnes/Hectare
Nirmal,Telangana,2019,kharif,ragi,3.0,5.0,1.67,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,Hectare,Tonnes,Tonnes/Hectare
Kachchh,Gujarat,2016,zaid,moong(green gram),135.0,97.0,0.72,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,Hectare,Tonnes,Tonnes/Hectare
Aizawl,Mizoram,2018,rabi,cowpea(lobia),15.0,59.0,3.93,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,Hectare,Tonnes,Tonnes/Hectare
Ashoknagar,Madhya Pradesh,2015,rabi,peas & beans (pulses),4000.0,3000.0,0.75,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,Hectare,Tonnes,Tonnes/Hectare
Kasganj,Uttar Pradesh,2016,kharif,maize,33597.0,88394.0,2.63,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,Hectare,Tonnes,Tonnes/Hectare
Sitamarhi,Bihar,2015,rabi,peas & beans (pulses),15.0,16.0,1.07,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,Hectare,Tonnes,Tonnes/Hectare
Sri Potti Sriramulu Nellore,Andhra Pradesh,2019,rabi,jowar,951.0,1372.0,1.44,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,Hectare,Tonnes,Tonnes/Hectare
Shivamogga,Karnataka,2017,rabi,horse-gram,34.0,21.0,0.62,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,Hectare,Tonnes,Tonnes/Hectare
Kamrup,Assam,2018,rabi,rapeseed &mustard,11680.0,6503.0,0.56,Oilseeds,20.418846,144.68,74.26714,1.5858791,Kamrup,Assam,182.0,Kamrup,Assam,,,,,,,,,,,,,,,,,,,,1004,Hectare,Tonnes,Tonnes/Hectare
Katni,Madhya Pradesh,2015,whole_year,ginger,978.0,12548.0,12.83,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503,Hectare,Tonnes,Tonnes/Hectare
Nizamabad,Telangana,2019,kharif,onion,44.0,982.0,22.32,Vegetable,29.389112,799.34,61.335888,2.7998598,Nizamabad,Telangana,214.0,Nizamabad,Telangana,,,,very_low,high_extreme,,,,,,,,,,,,,,,708,Hectare,Tonnes,Tonnes/Hectare
Salem,Tamil Nadu,2018,whole_year,coconut,12917.0,1.42e+08,10993.26,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1006,Hectare,Tonnes,Tonnes/Hectare
